buyin;code;name;unit;size;cost;price;tax
7080;PIAST10279;PIASTER.DCG HC2601A ,ARRICCIACAPELLI;COP;50;5;5;0.2
7107;6271;Transporte per blerje/Euro;;0;0;0;0
7083;A7986;ASP.60cm SENATOR SEN0062GX ,SHINE;COP;600;20;20;0.2
7114;MBAJTTV10320;MBAJTESE TV.PLASMA / LCD WALL MOUNT;COP;100;700;700;0.2
7115;LLAMP10321;LLAMPA.VITONE,MICROSTAR ,40W ,E 12;COP;75;225.83;225.83;0.2
7116;CEL10322;CELULAR.SAMSUNG J3 SM-J320F/DS ,GOLD,;COP;6;129.17;129.17;0.2
7117;CEL10323;CELULAR.SAMSUNG J3 ,SM-J320F/DS ,BLACK;COP;4;129.17;129.17;0.2
7117;KA10324;KARIKUES.AQUA SAMSUNG MICRO USB ,508900;COP;5;2.92;2.92;0.2
7117;KA10325;KARIKUES.ACQUA ,IPHONE 5,5S,6,6S ,511290;COP;5;3.25;3.25;0.2
7118;SET9962;SET.LUGE+PIRONJ TURIN ,24 COP;COP;1;3500;3500;0.2
7118;SET9961;SET.LUGE+PIRONJ SWIT ,24COP;COP;1;3500;3500;0.2
7118;SET9964;SET.LUGE+PIRONJ IRIDE MAGNETICO;COP;3;3500;3500;0.2
7143;CEL10151;CELULAR.TREVI ,REVERSE 5.5'' ,0RV55Q00;COP;10;110.658;110.658;0.2
7120;PC10351;"KOMPJUTER PERSONAL.LENOVO AIO C5030 ,23"",ALLin1,i3-6100U,RAM 4GB,1TB,SAAB0169";COP;2;69776.6666;69776.6666;0.2
7120;PC10352;"KOMPJUTER PERSONAL.LENOVO AIO C4030 ,21.5"",ALLin1,i3-6100U,RAM 4GB,1TB,SAAB0164";COP;2;68392.5;68392.5;0.2
7143;TAB9164;TABLET.TREVI TAB 7 3G T8 ,3G DUALCORE,7'';COP;30;45.062;45.062;0.2
7143;TAB10383;TABLET.TREVI TAB 7 C16 ,NERO ,0T07C1600;COP;100;32;32;0.2
7147;615;Mirembajtje dhe riparime;;0;0;0;0.2
7146;604;Bl.energji,avull,uje;;0;0;0;0.2
7142;RAH10307;RRAHESE VEZE EASY ACEA ,8008636987070;COP;2;546.6666;546.6666;0.2
7142;HAP10308;HAPESE SHISHE DAILY 8008636210123;COP;2;986.6666;986.6666;0.2
7142;GER10309;GERSHER DAILY SHUME PERDORIMSHE ,8008636351024;COP;6;498.3333;498.3333;0.2
7142;GER10310;GERSHERE DAILY ,PULE 8008636136126;COP;1;917.5;917.5;0.2
7142;GER10311;GERSHERE FAMILY ,PULE 8015506006489;COP;1;1228.3333;1228.3333;0.2
7142;GAR10312;GARUZHDE SMART PASION 8008636272374;COP;1;524.1666;524.1666;0.2
7142;RAH9836;RAHESE VEZE ,8077708108378;COP;2;106.6666;106.6666;0.2
7142;CEK9825;CEKIC MISHI INOX ,8008636176108;COP;6;883.3333;883.3333;0.2
7142;QER10313;QERUES PATATESH SMART PASION 8008636270875;COP;2;340.8333;340.8333;0.2
7142;QER10314;QERUES PATATE SPECIAL TWIST 8008636170908;COP;1;327.5;327.5;0.2
7142;THI9841;THIKE KUZHINE 12 CM ,8008636658420;COP;1;745;745;0.2
7142;THI10315;THIKE.KONTRAFILETO PROFESIONALE 8007163139419;COP;1;855.8333;855.8333;0.2
7143;KUF9075;KUFJE.TREVI ZIP 681 M ,EARPHONE+MIKROFON ,0068100;COP;50;3.7;3.7;0.2
7131;624;Reklame, publicitet;;0;0;0;0
7132;NAFTE6242;NAFTE;COP;4064;116.6666;116.6666;0.2
7134;613;Qera/Euro;;0;0;0;0
7135;626;Shpz.postare e telekom.;;0;0;0;0
7137;6271;Transporte per blerje/Euro;;0;0;0;0
7138;6271;Transporte per blerje/Euro;;0;0;0;0
7139;608;PARKIM;;0;0;0;0
7128;624;Reklame, publicitet/Euro;;0;0;0;0
7140;617;STUDIME DHE KERKIME;;0;0;0;0.2
7142;THI10326;THIKE.SMART PASION ,20 CM 8008636274378;COP;2;855.8333;855.8333;0.2
7142;GAR9833;GARUZHDE NYLON ,8008636174005;COP;1;505;505;0.2
7142;LUG9817;LUGE INOKSI SPECIAL TWIST ,8008636173008;COP;3;566.6666;566.6666;0.2
7142;LOP9835;LOPATE NYLON ,8008636174203;COP;2;530.8333;530.8333;0.2
7142;HAN10327;HANXHAR KUZHIME DAILY ,8008636650424;COP;3;1331.6666;1331.6666;0.2
7142;THI10328;THIKE.KUZHINE PROFESIONALE 12 CM;COP;2;576.6666;576.6666;0.2
7142;THI10329;THIKE.KUZHINE PROFESIONALE 20CM ,8007163144130;COP;1;1193.3333;1193.3333;0.2
7142;LOP10330;LOPATE.SPECIAL TWIST NYLON 8008636174500;COP;2;649.1666;649.1666;0.2
7142;LOP9830;LOPATE NYLON ,8008636174609;COP;1;649.1666;649.1666;0.2
7142;LOP10331;LOPATE.SMART PASION NYLON ,8008636272879;COP;1;655.8333;655.8333;0.2
7142;PRER10332;PRERESE.PICE EASY SIGN ,8008636230800;COP;2;526.6666;526.6666;0.2
7142;GAR9813;GARUZHDE SALCE 8008636242940;COP;3;576.6666;576.6666;0.2
7142;HAP10333;JAPESE.KONSERVA SMART PASION ,8008636270271;COP;2;1041.6666;1041.6666;0.2
7142;LOP10334;LOPATE.SMART PASTRY ,8008636242346;COP;1;485;485;0.2
7142;QER10335;QERUES.PATATE SPECIAL TWIST ,8008636176009;COP;2;485;485;0.2
7142;QER10336;QERUES.PATATE SPECIAL TWIST ,8008636172308;COP;2;439.1666;439.1666;0.2
7142;THY10337;THYERESE ARRASH,SPECIAL SILHOUETTE ,8008636290149;COP;4;622.5;622.5;0.2
7142;FILT10338;FILTER CAJI.DAILY ,8008636623428;COP;3;327.5;327.5;0.2
7142;KULL10339;KULLUESE QUMSHTI.DAILY 14 CM, 8008636092026;COP;2;459.1666;459.1666;0.2
7142;KULL10340;KULLUESE QUMSHTI.DAILY 16 CM ,8008636093023;COP;4;517.5;517.5;0.2
7142;GER10341;GERSHERE.EASY ACEA DELUX ,8008636254509;COP;1;419.1666;419.1666;0.2
7142;KULL10342;KULLUESE.SMART PASION ,INOX 10 CM,8008636273876;COP;2;965.8333;965.8333;0.2
7142;KULL10343;KULLUESE QUMSHTI.DAILY 18 CM ,8008636236475;COP;1;841.6666;841.6666;0.2
7142;THI10344;THIKE.SMART PASION 20 CM ,8008636274576;COP;2;715.8333;715.8333;0.2
7142;THI10345;THIKE.KUZHINE IMPERIAL 20 CM ,8015506072125;COP;2;1560;1560;0.2
7142;THI10346;THIKE.KUZHINE IMPERIAL ,7 CM ,8015506072033;COP;3;485;485;0.2
7142;THI10347;THIKE.KUZHINE IMPERIAL ,10 CM ,3015506071999;COP;1;485;485;0.2
7142;THI10348;THIKE.KUZHINE IMPERIAL ,22 CM ,8015506072392;COP;1;1702.5;1702.5;0.2
7142;THI10349;THIKE.SMART PASION ,16 CM ,8008636274675;COP;2;738.3333;738.3333;0.2
7142;KULL10355;KULLUESE.QUMSHTI DAILY 7.5 CM ,8008636233474;COP;5;269.1666;269.1666;0.2
7142;KULL10356;KULLUESE.QUMESHTI DAILY 10 CM ,8008636234471;COP;3;360.8333;360.8333;0.2
7142;KULL10357;KULLUESE.QUMESHTI DAILY ,15 CM ,8008636235478;COP;3;655.8333;655.8333;0.2
7142;LOP10358;LOPATE.DAILY DRURI ,8008636340677;COP;2;334.1666;334.1666;0.2
7142;TIG10359;TIGAN.STONE 20 CM ,ART68-20 ,8010387168202;COP;1;2322.5;2322.5;0.2
7142;TIG10360;TIGAN.STONE 28 CM ,ART68-28 ,8010387168288;COP;2;3006.6666;3006.6666;0.2
7142;TIG10361;TIGAN.CUORE DI PIETRA ,24 CM ,801011032793;COP;6;1830.8332;1830.8332;0.2
7142;TIG10362;TIGAN.CUORE DI PIETRA ,28 CM ,7010111032816;COP;2;2165.8332;2165.8332;0.2
7142;TIG10363;TIGAM.CUORE DI PIETRA 22 CM ,8010111032786;COP;3;1655.8333;1655.8333;0.2
7142;TIG10364;TIGAN.CUORE DI PIETRA ,20 CM ,8010111032779;COP;3;1490;1490;0.2
7142;TIG10365;TIGAN.ROSSANA CENTREX 20 CM ,8033549697587;COP;2;457.5;457.5;0.2
7142;TIG10366;TIGAN.ROSSANA CENTREX ,24 CM ,8033549697556;COP;4;540.8333;540.8333;0.2
7142;TIG10367;TIGAN.GRANITO ROSA ,20 CM ,8010111036180;COP;5;959.1666;959.1666;0.2
7142;TIG10368;TIGAN.GRANITO ROSA ,22 CM ,8010111036197;COP;4;1125;1125;0.2
7142;TIG10369;TIGAN.GRANITO ROSA ,24 CM ,8010111036203;COP;4;1235;1235;0.2
7142;TIG10370;TIGAN.GRANITO ROSA ,28 CM ,8010111036227;COP;3;1615;1615;0.2
7142;TIG10371;TIGAN.PRIMOLLA SET 24-28 ,8010111028512;COP;2;1909.1666;1909.1666;0.2
7142;TIG10372;TIGAN.PRIMOLLA SET 20-26 ,8010111028505;COP;3;1586.6666;1586.6666;0.2
7142;TIG10373;TIGAN.PRIMOLLA I THELLE 28 CM ,8010111020448;COP;2;1373.3333;1373.3333;0.2
7153;A5786;ASP.60cm TT14 ST/GRX/F/60;COP;200;38.36;38.36;0.2
7153;A6354;ASP.60cm IRIS IX/BL/A/60;COP;10;68.4;68.4;0.2
7153;A5792;ASP.60cm NORMA H6 IX/BL/A/60;COP;11;67.3636;67.3636;0.2
7153;A5791;ASP.60cm LUCREZIA IX/BL/A/60;COP;12;68.4166;68.4166;0.2
7153;A10401;ASP.KITTY BL/A/60;COP;25;105;105;0.2
7153;A10402;ASP.KITTY BL/A/90;COP;25;115;115;0.2
7154;PRO10049;VIDEO PROJEKTOR.EPSON EB-S31 ,3LCD SVGA,HDMI,SDBA0052;COP;5;37013.3333;37013.3333;0.2
7154;PRO10050;VIDEO PROJEKTOR.ACER X112H ,DLP ,SVGA,SDBD0054;COP;1;35047;35047;0.2
7154;PRO10403;VIDEO PROJEKTOR.ACER DLP X113PH ,SVGA ,SDBD0058;COP;5;34700;34700;0.2
7155;FSH9148;FSHESE.DELUX JL-C4001 ,2600W ,K.plasitk;COP;500;27.6;27.6;0.2
7143;ST10384;STICK.TREVI ST 88 ,SELFIE+POWER BANK ,NERO ,0008800;COP;12;9;9;0.2
7143;KAT9165;KATALOG.TREVI;COP;10;0.1;0.1;0.2
7143;EKS10385;EKSPOZITOR.TREVI ,90079;COP;1;0.1;0.1;0.2
7143;MBAJTTV9469;MBAJTESE TV.TREVI ST 233 ,TV 32'' ,0023300;COP;20;9.9;9.9;0.2
7143;MBAJTTV10386;MBAJTESE TV.TREVI ST 288 KIT UNIVERSAL ,0022800;COP;15;5.6;5.6;0.2
7143;TAB10067;TABLET.TREVI TAB 7 4G Q ,7'',4G QUADCORE,NERO ,0T07G400;COP;30;66.74;66.74;0.2
7145;TAB9754;TABLET.HUAWEI MEDIAPAD T1 10 4G+WIFI ,HUAT110ITA;COP;12;185;185;0.2
7145;TAB9755;TABLET.HUAWEI MEDIAPAD T1 7.0 3G+WIFI ,HUAT170ITA;COP;8;90;90;0.2
7145;TAB9756;TABLET.HUAWEI MEDIAPAD T1 8.0 3G+WIFI ,HUAT180ITA;COP;15;145;145;0.2
7145;MBAJTTV8871;MBAJTESE TV.MUNARI SP312 ,Deri ne 42'';COP;10;24;24;0.2
7145;MBAJTTV9571;MBAJTESE TV.MUNARI SP361,DERI NE 60'';COP;10;17.21;17.21;0.2
7145;MBAJTTV9752;MBAJTESE TV.MUNARI SP362 ,DERI NE 65'';COP;11;18.85;18.85;0.2
7169;6271;Transporte per blerje/Euro;;0;0;0;0
7170;6271;Transporte per blerje/USD;;0;0;0;0
7171;6271;Transporte per blerje/Euro;;0;0;0;0
7171;6271;Transporte per blerje/Euro;;0;0;0;0
7172;6271;Transporte per blerje/USD;;0;0;0;0
7157;FR10405;COMB.OQEAN OCBH 400 NFL I A+;COP;72;182;182;0.2
7157;6271;Transporte per blerje/USD;;0;0;0;0.2
7173;608;PARKIM;;0;0;0;0
7158;TV9315;LED.SAMSUNG UE32J4000AWXXH;COP;50;169;169;0.2
7158;TV10063;LED.SAMSUNG UE48J5002;COP;20;338;338;0.2
7148;608;SISTEME ALARMI;;0;0;0;0.2
7151;615;BOJE PRINTERI;;0;0;0;0
7160;615;Mirembajtje dhe riparime;;0;0;0;0.2
7158;TV10062;LED.SAMSUNG UE48J5202;COP;25;353.99;353.99;0.2
7199;FU10516;FU.BOSCH HBN231E3;COP;20;193.13;193.13;0.2
7277;PN10570;PIAN.FRAT-ONO PFQ 302 GST ,2 GAS;COP;50;42;42;0.2
7277;PN10571;PIAN.FRAT-ONO PFI 311 XT ,1G+1K;COP;30;36.75;36.75;0.2
7199;FU10517;FU.BOSCH HBN211E4;COP;20;162.84;162.84;0.2
7199;LS10518;LVST.BOSCH SMV40C00EU;COP;20;232.2;232.2;0.2
7199;SHTR10519;SHTRYDHESE.BOSCH MES3500;COP;15;70.22;70.22;0.2
7199;PERZ10520;PERZIERES.BOSCH MFQ3010S ,SBATITORE;COP;10;15.81;15.81;0.2
7199;TH FL10521;TH FLOKESH.BOSCH PHD2511B;COP;30;11.75;11.75;0.2
7199;PIAST10522;PIASTER.BOSCH PHS1151;COP;20;11.5;11.5;0.2
7199;PRER10523;AFETATRICE.BOSCH MAS4104W;COP;3;30.36;30.36;0.2
7199;SHTR10515;SHTRYDHESE.BOSCH MSM6B100;COP;150;10.12;10.12;0.2
7199;FSH10525;FSHESE.BOSCH BGL2UB1108;COP;100;58.42;58.42;0.2
7199;TO5397;TOST.BOSCH TFB4431V ,2000W,bistechiera;COP;6;62.1;62.1;0.2
7199;TO10526;TOST.BOSCH TFB3302V ,GRILL;COP;20;40.48;40.48;0.2
7199;PN8189;PIAN.BOSCH PKE645D17 ,4K,QERAMIK,TOUCH,BORDO INOX;COP;20;154.7;154.7;0.2
7199;SHTR10524;SHTRYDHESE.BOSCH MC30000;COP;20;12.88;12.88;0.2
7142;TIG10374;TIGAN.STONE I THELLE 22 CM ,8033549700249;COP;5;780;780;0.2
7142;TIG10375;TIGAN.STONE I THELLE 24 CM ,8033549700256;COP;4;883.3333;883.3333;0.2
7142;TIG10376;TIGAN.CUORE BLU 28 CM,8010111036616;COP;2;1359.1666;1359.1666;0.2
7142;TIG10377;TIGAN.CUORE BLU 24 CM ,8010111036593;COP;3;1083.3333;1083.3333;0.2
7142;TEN10378;TENXHERE.ROSSANA CENTREX ,18 CM ,8033549697648;COP;4;591.6666;591.6666;0.2
7142;TEN10379;TENXHERE.GRANITO ROSA ,8010111036272;COP;2;1704.1666;1704.1666;0.2
7142;TEN10380;TENXHERE.GRANITO ROSA ,8010111036296;COP;2;2173.3333;2173.3333;0.2
7142;TEN10381;TENXHERE.GRANITO ROSA ,8010111036289;COP;2;2045;2045;0.2
7142;TEN10382;TENXHERE.GRANITO ROSA ,8010111036265;COP;2;1373.3333;1373.3333;0.2
7215;608;PARKIM;;0;0;0;0
7216;6271;Transporte per blerje/Euro;;0;0;0;0.2
7198;FR10514;COMB.OQEAN ORDH 400 I A+;COP;73;172;172;0.2
7198;6271;Transporte per blerje/USD;;0;0;0;0
7203;FR4085;FR.DELUX FD 26 S ,gri,statik;COP;142;90;90;0.2
7203;6271;Transporte per blerje/USD;;0;0;0;0
7217;6271;Transporte per blerje/USD;;0;0;0;0
7174;TV9969;LED.SAMSUNG UE40J5002AKXXH;COP;200;257.99;257.99;0.2
7161;615;Mirembajtje dhe riparime;;0;0;0;0.2
7156;FR10404;FR.OQEAN OCH 120 A+;COP;248;70;70;0.2
7156;6271;Transporte per blerje/USD;;0;0;0;0.2
7163;SO10407;SO.DELUX F6S22E3 ,2G+2K;COP;239;97.9916;97.9916;0.2
7163;PJ3446;PJESE KEMBIMI.600 MD 67;COP;2;1;1;0.2
7164;TV10410;LED.SUNNY 43'' ,SN43DLK071/02505-B TV;COP;30;186;186;0.2
7164;TV10411;LED.SUNNY 49'' ,SN49DLK071/02505-B TV;COP;38;229;229;0.2
7165;TV10410;LED.SUNNY 43'' ,SN43DLK071/02505-B TV;COP;50;187;187;0.2
7165;TV10411;LED.SUNNY 49'' ,SN49DLK071/02505-B TV;COP;30;230;230;0.2
7175;KO10415;KOND.SENATOR AUS-09H53R010L70(b7),9BTU,ON/OF;COP;100;110;110;0.2
7175;KO10416;KOND.SENATOR AUS-12H53R150L70(a7),12BTU ,ON/OF;COP;150;120;120;0.2
7175;KO10417;KOND.SENATOR AUS-24H53R230G70(a7),24BTU ,ON/OF;COP;50;280;280;0.2
7175;KO10415;KOND.SENATOR AUS-09H53R010L70(b7),9BTU,ON/OF;COP;338;109.9763;109.9763;0.2
7175;PJ8509;PJESE KEMBIMI.GALANZ SENSOR TEMPERATURE 2+1 12BTU 251600090088;COP;8;1;1;0.2
7195;6271;Transporte per blerje/Euro;;0;0;0;0
7218;6271;Transporte per blerje/Euro;;0;0;0;0
7219;608;PARKIM;;0;0;0;0
7220;617;STUDIME DHE KERKIME;;0;0;0;0.2
7201;PJ10540;PJESE KEMBIMI.BENTY C000065185 ,VITE M4.5 TIMER E OBLO/CERNIERA;COP;6;2;2;0.2
7201;PJ10541;PJESE KEMBIMI.BENTY C00076627 ,ELETTROPOMPA SOSPESA;COP;1;62;62;0.2
7201;PJ10542;PJESE KEMBIMI.BENTY C00082318 ,CINGHIA ELATICA;COP;1;8;8;0.2
7201;PJ10543;PJESE KEMBIMI.BENTY C00254755 ,MICRORITARDATORE ISTANTANEO;COP;4;12;12;0.2
7201;PJ4658;PJESE KEMBIMI.ARIS MODULO DEA C00272691;COP;1;73;73;0.2
6426;608;Te tjera;;0;0;0;0.2
6427;TV9322;LED.SAMSUNG UE40J6302AKXXH;COP;2;497;497;0.2
6427;TV9323;LED.SAMSUNG UE40JU6472UXXH;COP;2;526;526;0.2
6427;TV9317;LED.SAMSUNG UE48J6302AKXXH;COP;2;588;588;0.2
6428;FR6714;FR.KLIMAITALIA CL 390 VGC ,ME XHAM VITRIN,390 LIT;COP;30;226;226;0.2
6429;A7986;ASP.60cm SENATOR SEN0062GX ,SHINE;COP;600;20;20;0.2
6429;A8287;ASP.60cm SENATOR SEN0012GX ,PLLAKE;COP;100;24;24;0.2
6430;6271;Transporte per blerje/Euro;;0;0;0;0
6431;FR4937;FR.DELUX FD 30 S gri,statik,300 lit;COP;106;130;130;0.2
6432;DEP5800;DEPILATOR.BRAUN EE1170 ,SILK-EPIL;COP;40;2127;2127;0.2
6433;6271;Transporte per blerje;;0;0;0;0
6434;6271;Transporte per blerje/Euro;;0;0;0;0
6435;6271;Transporte per blerje/Euro;;0;0;0;0
6436;TV7984;LED.SUNNY 32'' 025327;COP;100;142;142;0.2
6436;PJ9488;PJESE KEMBIMI.SUNNY POWER BOARD 12AT059;COP;10;15;15;0.2
6436;PJ9489;PJESE KEMBIMI.SUNNY MAINBOARD DVB-T/C MNL;COP;11;15;15;0.2
6436;PJ9490;PJESEKEMBIMI.SUNNY REMOTE CONTROL BLACK;COP;5;3;3;0.2
6437;6271;Transporte per blerje/Euro;;0;0;0;0
6438;TV9320;LED.SAMSUNG UE32J5000AWXXH;COP;25;199;199;0.2
6439;6271;Transporte per blerje/Euro;;0;0;0;0
6440;FR9483;COMB.HOTPOINT STF187WG ,270 L;COP;3;240;240;0.2
6440;FR9484;COMB.HOTPOINT FUFL 1810 G ,270 L;COP;6;220;220;0.2
6440;FR9484;COMB.HOTPOINT FUFL 1810 G ,270 L;COP;2;240;240;0.2
6440;FR9486;COMB.HOTPOINT XECO85 T2I GH ,270 L;COP;1;240;240;0.2
6440;FR9487;COMB.HOTPOINT LAG85 N1I GH ,280 L;COP;1;240;240;0.2
6441;A5786;ASP.60cm TT14 ST/GRX/F/60;COP;45;23;23;0.2
6441;A5792;ASP.60cm NORMA H6 IX/BL/A/60;COP;20;45;45;0.2
6441;A9205;ASP.60cm THUNDER BL/A/60/LX;COP;5;120;120;0.2
6441;A9206;ASP.90cm THUNDER BL/A/90/LX;COP;5;130;130;0.2
6441;A9207;ASP.60cm THUNDER WH/A/60/LX;COP;5;120;120;0.2
6441;A9208;ASP.90cm THUNDER WH/A/90/LX;COP;5;130;130;0.2
6442;PN4185;PIAN.FRAT-ONO PLO 622 X 2G+2K;COP;100;51;51;0.2
6443;FU6933;FU.SMEG SF750PO;COP;3;396;396;0.2
6443;FU6934;FU.SMEG SFP109 ,INOX;COP;2;312;312;0.2
6443;FU6938;FU.SMEG SF465N;COP;10;175.4;175.4;0.2
6443;LS6959;LVST.SMEG STA6247D9;COP;5;324.2;324.2;0.2
6443;LV9074;LVT.SMEG WHT912EIT ,9KG ,1200 XH ,A++;COP;10;248.6;248.6;0.2
6443;PN6941;PIAN.SMEG P764AO ,4 K ,QERAMIK;COP;2;283.5;283.5;0.2
6443;PN6957;PIAN.SMEG SE2640TD2 ,4 K ,QERAMIK;COP;10;147;147;0.2
6443;PN7512;PIAN.SMEG PV164B ,4G,QERAMIK,bardhe;COP;2;224;224;0.2
6443;FM9482;MIKROVALE.SMEG SF4109M;COP;1;469;469;0.2
6444;TV8796;LED.SAMSUNG UE40HU6900,UHD,200HZ,4HDMI,3USB,SMART,DVBS2;COP;20;325;325;0.2
6444;TV9462;LED.LG 42LN5400 ,FHD,100HZ,HDMI,USB;COP;68;235;235;0.2
6445;TAB9414;TABLET.MEDIACOM MP1051S2 ,10'',AND,4.4 ,8 GB;COP;7;71;71;0.2
6445;TAB9134;TABLET.MEDIACOM MP7S2B3G ,WIFI,3G,8GB,2 CAM,AND 4.4;COP;13;51;51;0.2
6445;TV9417;LED.PHILIPS 32PHT4100 ,HD,100HZ,2HDMI,USB-REC,DCBT2;COP;10;161.5;161.5;0.2
6445;CEL9412;CELULAR.SAMSUNG I9060WPLUS ,GRANDNEO ,AND 4.2 ,5'';COP;3;120;120;0.2
6445;CEL9243;CELULAR.SAMSUNG I9060PLUS ,GRAND NEO PLUS,AND 4.2'';COP;3;120;120;0.2
6445;CEL9473;CEL.LG G4C ,AND 5,QCORE,5'',TITAN;COP;6;197.5;197.5;0.2
6445;CEL9474;CEL.ASUS ZENFONE28GB 8GB,,AND 5.0,DC INTEL,5'';COP;10;140;140;0.2
6445;CEL9478;CELULAR.NOKIA LUMIA 540 ,QCORE,8G ,5'';COP;8;121.75;121.75;0.2
6445;PESH9476;PESHORE.TEFAL PP1101 ,XHAM 160KG;COP;10;18.1;18.1;0.2
6445;HE9477;HEKUR.ROWENTA DW5122 ,2500W,INOX;COP;10;47.2;47.2;0.2
6445;SHTR9475;SHTRYDHESE.BOSCH MES25A0 ,700W;COP;10;60.8;60.8;0.2
6446;HE7664;HEKUR.TEFAL FV5330 ,2400W;COP;10;35.8;35.8;0.2
6446;HE8859;HEKUR.ROWENTA  DW5112 2400W;COP;10;39.9;39.9;0.2
6446;HE8856;HEKUR.BOSCH TDA502412E 2400E E BARDHE/JESJILE;COP;20;37.25;37.25;0.2
6446;SHTR6647;SHTRYDHESE.MOULINEX JU581136 ,700W,CENTRIFUGA;COP;6;59.5;59.5;0.2
6446;GR6653;GRIRESE.BOSCH MSM6B150 ,300W,FRULATOR;COP;7;13.7142;13.7142;0.2
6446;PERZ5448;PERZIERES.MOULINEX DDH141,450W,zhytes;COP;12;16.6666;16.6666;0.2
6446;LV7693;LVT.BOSCH  WAE20037IT ,7KG,1000XH,A+++;COP;36;200;200;0.2
6446;TH FL8306;TH FLOKESH.BOSCH PHD5962 ,2200W;COP;20;16;16;0.2
6447;CEL9479;CEL.SAMSUNG SM-G530F ,GRAND PRIME ITA WHITE ,SAMSMG530FITAW;COP;4;135;135;0.2
6447;CEL9399;CELULAR.LG H340N LEON 4G ,TITANIUM BLACK ,LGH340NITABK;COP;10;85;85;0.2
6447;CEL9370;CELULAR.SAMSUNG SM-G360F ,GALAXY CORE PRIME ,SILVER;COP;5;100;100;0.2
6447;CEL9480;CELULAR.SAMSUNG SM-G361F ,CORE PRIME VE ITA WHITE ,SAMSMG361FITAW;COP;5;100;100;0.2
6447;HE9481;HEKUR.SINGER SNG522 ,2200W;COP;180;12.5;12.5;0.2
6448;CEL8835;CELULAR.HISENSE U 966 ,SMARTPHONE;COP;20;77;77;0.2
6448;TV9467;LED.HISENSE 32K2204WCE ,HD,SMART;COP;10;183;183;0.2
6451;LV9499;LVT.HOTPOINT RPD-1165DX EU ,11KG,1600XH;COP;2;364;364;0.2
6451;LV9500;LVT.HOTPOINT RSG-744JK EU ,7KG,1400XH;COP;7;233;233;0.2
6451;LV9501;LVT.LG F-12B8QD1 ,7KG,1200XH;COP;10;242;242;0.2
6451;FR8562;COMB.LG GBB-539PZCWS ,310L,A+,INOX;COP;19;300;300;0.2
6451;FR8560;COMB.SAMSUNG RB-31FERNDEF ,310L,DISPLAY,A+.PANA;COP;15;333.6;333.6;0.2
6451;FR5221;FR.SAMSUNG RS-A1ZTSL1/EUR,485L;COP;4;702;702;0.2
6451;PSP9502;LEVE PSP.SONY ,PS3 DUALSHOCK WIFI CONTROLLER;COP;10;30.6;30.6;0.2
6451;TV9503;LED.LG 42LF652V ,FHD,3HDMI,3USB;COP;15;390.8;390.8;0.2
6452;6271;Transporte per blerje/Euro;;0;0;0;0
6453;624;Reklame, publicitet/Euro;;0;0;0;0
6454;624;Reklame, publicitet/Euro;;0;0;0;0
6455;624;Reklame, publicitet/Euro;;0;0;0;0.2
6456;624;Reklame, publicitet/Euro;;0;0;0;0
6450;CEL8610;CELULAR.TREVI SMARTPHONE 4 B,DUALCORE,4'',BLACK,0SM40B00;COP;20;45.6;45.6;0.2
6450;TAB8611;TABLET.TREVI TAB 7 C8 ,7'' DUALCORE,BLACK,0T07C800;COP;10;32;32;0.2
6450;TAB9468;TABLET.TREVI TAB 7 C8 ,DUALCORE,WHITE ,0T07C801;COP;10;32;32;0.2
6450;TAB9164;TABLET.TREVI TAB 7 3G T8 ,3G DUALCORE,7'';COP;15;54.2;54.2;0.2
6450;KAB8576;KABELL.TREVI CN 34-05 CABLE STEREO 3.5 ,BLCK ,0340500;COP;20;0.6;0.6;0.2
6450;KAB8577;KABELL.TREVI US 34-34 USB-MICRO USB CABLE ,0343400;COP;20;1;1;0.2
6450;KAB8407;KABELL.TREVI HD 34-52 HDMI CABLE 1m ,0345200;COP;10;1.2;1.2;0.2
6450;MBAJTTV9469;MBAJTESE TV.TREVI ST 233 ,TV 32'' ,0023300;COP;10;9.9;9.9;0.2
6450;MBAJTTV9470;MBAJTESE TV.TREVI ST 230 ,T 40'' ,0023000;COP;10;7.3;7.3;0.2
6450;ST9471;STICK.TREVI ST 83 BT ,SELFIE UNIVERSAL STICK GREEN ,0008303;COP;5;7;7;0.2
6450;ST9472;STICK.TREVI ST 83 BT ,SELFIE UNIVERSAL STICK GREY ,0008310;COP;5;7;7;0.2
6450;KAT9165;KATALOG.TREVI;COP;20;0.1;0.1;0.2
6449;FUR8041;FURNELL.DCG EKP2426 ,ME GAS;COP;10;11;11;0.2
6449;FUR9463;FURNELL.DCG EKP2430 ,1 PIASTER ME INDUKSION;COP;10;28;28;0.2
6449;FUR5239;FURNELL.DCG EKP2419 ,nje piaster;COP;20;9;9;0.2
6449;BB5225;BERESE BUKE.DCG XBM538 ,1.5KG;COP;10;39;39;0.2
6449;TO6249;TOST.DCG ST3800;COP;16;18;18;0.2
6449;FSH9464;FSHESE.DCG BS5010 ,2000W;COP;100;29;29;0.2
6449;FSH9465;FSHESE.DCG BS5008 ,2000W,KONTENITOR;COP;30;29;29;0.2
6449;FSH9466;FSHESE.DCG BS5009 ,2000W ,KONTENITOR;COP;30;29;29;0.2
6449;PESH8043;PESHORE.DCG PWC8052 ,PESHORE KUZHINE DIGITALE;COP;10;5.5;5.5;0.2
